register	file	path	english
b2b	ana-data	CAMPAIGNS/C/lactogrow/stats/ai	Split the Day-7 coupon by the store the parent named — Distacart-first parents convert 39% above campaign average; drugstore-first parents need an in-store offer, not a link.
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	Mayumi S.
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	Meguro, Tokyo
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	LACTOGROW 3
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	LACTOGROW Aktif
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	Rina O.
b2b	ana-data	CAMPAIGNS/C/lactogrow/feed	Toyosu, Tokyo
b2b	ana-data	CAMPAIGNS/name	2026: Nestlé LACTOGROW Web Sampling — Japan · existing-customer branch
b2b	ana-data	CAMPAIGNS/loyalty/note	Every visitor who answered “Yes — LACTOGROW already” was enrolled into Nestlé Familyness instead of being sent a sample.
b2b	ana-data	CAMPAIGNS/loyalty/src	QR · pack
b2b	ana-data	CAMPAIGNS/loyalty/tiers	Bronze · 250 pts
b2b	ana-data	CAMPAIGNS/loyalty/tiers	Silver · carried over
b2b	ana-data	CAMPAIGNS/loyalty/tiers	Gold · carried over
b2b	ana-data	CAMPAIGNS/loyalty/split	Existing buyers → enrolled
b2b	ana-data	CAMPAIGNS/loyalty/split	New / switchers → sampled
b2b	ana-data	CAMPAIGNS/name	2026: Nestlé LACTOGROW Web Sampling — Japan · stock-out branch
b2b	ana-data	CAMPAIGNS/waitlistViz/restock	Oct 6 · 40,000 packs
b2b	ana-data	CAMPAIGNS/waitlistViz/note	Samples ran out on day 41. Every visitor after that was waitlisted, apologised to, enrolled and given a 20% coupon — instead of seeing an error.
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 39
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 40
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 41
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 42
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 43
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 44
b2b	ana-data	CAMPAIGNS/waitlistViz/days	Day 45
b2b	ana-data	CAMPAIGNS/waitlistViz/what	Waitlisted + enrolled + coupon
b2b	ana-data	CAMPAIGNS/waitlistViz/what	Samples delivered before stock-out
b2b	ana-data	CAMPAIGNS/waitlistViz/acted	Used the 20% coupon
b2b	ana-data	CAMPAIGNS/waitlistViz/acted	Opened the member card
b2b	ana-data	CAMPAIGNS/waitlistViz/acted	Waiting for restock only
b2b	ana-data	CAMPAIGNS/RQ1	Which retailer was the receipt from?
b2b	ana-data	CAMPAIGNS/RQ2	Which Cadbury SKU was on the bill?
b2b	ana-data	CAMPAIGNS/RQ3	What was the basket value?
b2b	ana-data	CAMPAIGNS/RQ4	How did she pay at the till?
b2b	ana-audience	AUD/pedigree/saved	Pedigree Overall Jan – Sep 2026
b2b	ana-audience	AUD/pedigree/saved	Every delivered Pedigree claimant across all 2026 campaigns — LINE, web form and vending QR.
b2b	ana-audience	AUD/pedigree/saved	Pedigree — Positive Feedback (Recent)
b2b	ana-audience	AUD/pedigree/saved	Delivered Pedigree claimants who gave positive feedback in the last 3 months. Highest engagement likelihood for the pet-parent LINE survey.
b2b	ana-audience	AUD/pedigree/saved	Adult dog · Dry food · High intent
b2b	ana-audience	AUD/pedigree/saved	Purchase-intent tappers whose dog is 1–7 y and eats dry food — 33% above average PI. Target list for the Dog Day and Christmas campaigns.
b2b	ana-audience	AUD/pedigree/saved	Senior-dog owners — wet-food re-engagement
b2b	ana-audience	AUD/pedigree/saved	Senior 7+ recipients who said the dog didn't finish it or prefers wet food — offer the wet-pouch SKU instead of another dry sample.
b2b	ana-audience	AUD/pedigree/saved	Kanto — Negative Feedback
b2b	ana-audience	AUD/pedigree/saved	Dynamic audience of delivered claimants in Tokyo, Kanagawa, Saitama and Chiba who gave negative feedback. Suppress from conversion spend; use for product insight.
b2b	ana-audience	AUD/pedigree/saved	Whiskas × Pedigree — Multi-pet households
b2b	ana-audience	AUD/pedigree/saved	Cross-brand: claimants who sampled both a Mars dog and cat product in 2026.
b2b	ana-audience	AUD/pedigree/campaign	Pedigree LINE Sampling — Kanto
b2b	ana-audience	AUD/pedigree/rows	Adult (1–7 y)
b2b	ana-audience	AUD/pedigree/rows	Loved it!
consumer	ana-audience	AUD/pedigree/rows	Buy now
b2b	ana-audience	AUD/pedigree/rows	Senior (7+ y)
b2b	ana-audience	AUD/pedigree/rows	Did not like it
b2b	ana-audience	AUD/pedigree/rows	Ren O.
b2b	ana-audience	AUD/pedigree/rows	Hina W.
b2b	ana-audience	AUD/pedigree/rows	Sota I.
b2b	ana-audience	AUD/pedigree/rows	Rin F.
b2b	ana-audience	AUD/pedigree/q	Dog age
b2b	ana-audience	AUD/pedigree/rowsN	28,571 rows
b2b	ana-audience	AUD/pampers/saved	Pampers Overall Jan – Sep 2026
b2b	ana-audience	AUD/pampers/saved	Every delivered Pampers claimant across all 2026 campaigns — web form, LINE and newsletter.
b2b	ana-audience	AUD/pampers/saved	Pampers — Positive Feedback (Recent)
b2b	ana-audience	AUD/pampers/saved	Delivered Premium Care claimants who gave positive feedback in the last 3 months.
b2b	ana-audience	AUD/pampers/saved	Sensitive skin · Diaper rash · High intent
b2b	ana-audience	AUD/pampers/saved	Store-click tappers with a sensitive-skin baby whose concern is rash — 37% above average PI. Target list for the Christmas set.
b2b	ana-audience	AUD/pampers/saved	Size-up due — S → M in Q4
b2b	ana-audience	AUD/pampers/saved	Size-S recipients whose weight answer predicts a move to M by December. Trigger the Oshōgatsu size-up reminder.
b2b	ana-audience	AUD/pampers/saved	Leakage concern · No skin issue — Baby-Dry re-route
b2b	ana-audience	AUD/pampers/saved	Delivered claimants for whom Premium Care proves little; route to the Baby-Dry line.
b2b	ana-audience	AUD/pampers/saved	Kansai — Negative Feedback
b2b	ana-audience	AUD/pampers/saved	Delivered claimants in Osaka, Kyoto and Hyogo who gave negative feedback. Suppress from conversion campaigns.
b2b	ana-audience	AUD/pampers/campaign	Pampers Premium Care Web — Japan
b2b	ana-audience	AUD/pampers/rows	Loved it
consumer	ana-audience	AUD/pampers/rows	Open store
b2b	ana-audience	AUD/pampers/rows	Good
b2b	ana-audience	AUD/pampers/rows	Not for us
b2b	ana-audience	AUD/pampers/q	Baby weight
b2b	ana-audience	AUD/pampers/rowsN	23,905 rows
b2b	ana-audience	AUD/lactogrow/saved	Nestlé LACTOGROW Overall Jan – Sep 2026
b2b	ana-audience	AUD/lactogrow/saved	Every delivered LACTOGROW claimant across all 2026 campaigns — web form, LINE, TikTok and newsletter.
b2b	ana-audience	AUD/lactogrow/saved	LACTOGROW — Positive Feedback (Recent)
b2b	ana-audience	AUD/lactogrow/saved	Delivered claimants who rated the sample positively in the last 3 months. Highest response rate for the Familyness parent survey.
b2b	ana-audience	AUD/lactogrow/saved	Distacart buyers · Tummy comfort · High intent
b2b	ana-audience	AUD/lactogrow/saved	Coupon tappers who buy on Distacart and came for digestion — 55% above average purchase intent. Target list for the Shichi-Go-San and New Year offers.
b2b	ana-audience	AUD/lactogrow/saved	Turning 3 before December — Shichi-Go-San
b2b	ana-audience	AUD/lactogrow/saved	Children whose age answer puts them at the 3-year milestone this season. Trigger the spin-the-wheel campaign.
b2b	ana-audience	AUD/lactogrow/saved	Drugstore-first · not yet on a growing-up milk
b2b	ana-audience	AUD/lactogrow/saved	Delivered claimants an online coupon does not convert (9.2% PI) — route to an in-store trial offer instead of a link.
b2b	ana-audience	AUD/lactogrow/saved	Ageing into LACTOGROW Aktif 4–6
b2b	ana-audience	AUD/lactogrow/saved	LACTOGROW 3 recipients whose child crosses 4 years in the next two quarters — next-stage switch audience.
b2b	ana-audience	AUD/lactogrow/saved	Nestlé Familyness — cross-brand parents
b2b	ana-audience	AUD/lactogrow/saved	Cross-brand: claimants who sampled both LACTOGROW and a Nestlé cereals or baby-food product in 2026.
b2b	ana-audience	AUD/lactogrow/campaign	Nestlé LACTOGROW Web Sampling — Japan
b2b	ana-audience	AUD/lactogrow/q	Child age
b2b	ana-audience	AUD/lactogrow/rowsN	25,918 rows
b2b	ana-audience	pageAudiences	Manage and view your saved claimant audience segments — built across every
b2b	ana-audience	pageAudiences	campaign, not just one
b2b	ana-audience	pageAudiences	Refresh⟦0⟧⟦1⟧+ Create Audience
consumer	ana-audience	pageAudiences	Name
b2b	ana-audience	pageAudiences	Type
b2b	ana-audience	pageAudiences	Unique Users
b2b	ana-audience	pageAudiences	Created
b2b	ana-audience	pageAudiences	Last Updated
b2b	ana-audience	pageAudiences	Actions
b2b	ana-audience	pageAudiences	Dynamic
b2b	ana-audience	pageAudiences	Sep 15, 2026
b2b	ana-audience	pageAudiences	Aug 15, 2026
b2b	ana-audience	pageAudiences	Aug 2, 2026
b2b	ana-audience	pageAudiences	Jul 22, 2026
b2b	ana-audience	pageAudiences	Apr 22, 2026
b2b	ana-audience	pageAudiences	Mar 3, 2026
b2b	ana-audience	pageAudiences	View
b2b	ana-audience	pageClaimants/exp	Email Export
b2b	ana-audience	pageClaimants/exp	2/4 left this month
b2b	ana-audience	pageClaimants/exp	Meta Custom Audience
b2b	ana-audience	pageClaimants/exp	Unlimited
b2b	ana-audience	pageClaimants/exp	Google Ads Audience
b2b	ana-audience	pageClaimants/exp	LINE Ads Audience
b2b	ana-audience	pageClaimants	Back to Audiences
b2b	ana-audience	pageClaimants	Campaigns
b2b	ana-audience	pageClaimants	Date Range
b2b	ana-audience	pageClaimants	All time
b2b	ana-audience	pageClaimants	Columns
b2b	ana-audience	pageClaimants	Columns ⟦0⟧6
b2b	ana-audience	pageClaimants	Filters
b2b	ana-audience	pageClaimants	Save Audience
b2b	ana-audience	pageClaimants	Export
b2b	ana-audience	pageClaimants	Phone
b2b	ana-audience	pageClaimants	Campaign
b2b	ana-audience	pageClaimants	Feedback
b2b	ana-audience	pageClaimants	Purchase intent
b2b	ana-perf	pagePerf/K1	Total Interactions
b2b	ana-perf	pagePerf/K1	People who started the journey
b2b	ana-perf	pagePerf/K1	Claimant Count
b2b	ana-perf	pagePerf/K1	Total Claimants
b2b	ana-perf	pagePerf/K1	Qualified and completed with a verified address
b2b	ana-perf	pagePerf/K1	Samples Delivered
b2b	ana-perf	pagePerf/K1	Delivered by
b2b	ana-perf	pagePerf/K1	photo proof, no OTP
b2b	ana-perf	pagePerf/K2	Feedback Rate
b2b	ana-perf	pagePerf/K2	Delivered claimants who answered the Day-7 question on LINE
b2b	ana-perf	pagePerf/K2	Feedback Count
b2b	ana-perf	pagePerf/K2	Positive Feedback Rate
b2b	ana-perf	pagePerf/K2	Share of delivered claimants with positive feedback
b2b	ana-perf	pagePerf/K2	Positive Feedback Count
b2b	ana-perf	pagePerf/K2	Purchase Intent Rate
b2b	ana-perf	pagePerf/K2	Delivered claimants who tapped through to the store
b2b	ana-perf	pagePerf/K2	Purchase Intent Count
b2b	ana-perf	pagePerf/st	Not qualified
b2b	ana-perf	pagePerf/st	Journey incomplete
consumer	ana-perf	pagePerf/st	In transit
b2b	ana-perf	pagePerf	New
b2b	ana-perf	pagePerf	Executive summary: is this campaign performing? Key metrics, conversion, and trends.
b2b	ana-perf	pagePerf	Ask AI
b2b	ana-perf	pagePerf	Live
b2b	ana-perf	pagePerf	Unpublish
b2b	ana-perf	pagePerf	Key metrics that define campaign success
b2b	ana-perf	pagePerf	Full Funnel: Where Every Interaction Went
b2b	ana-perf	pagePerf	Complete accountability of every interaction across lifecycle stages
b2b	ana-perf	pagePerf	Claimant Status Distribution
b2b	ana-perf	pagePerf	Relative share of interactions across lifecycle statuses
b2b	ana-perf	pagePerf	Claimant Count by Status
b2b	ana-perf	pagePerf	Absolute volume at each lifecycle stage
b2b	ana-perf	pagePerf	Conversion Snapshot
b2b	ana-perf	pagePerf	Feedback sentiment and response volumes
b2b	ana-perf	pagePerf	Feedback Sentiment Split
b2b	ana-perf	pagePerf	Distribution of positive vs negative feedback
b2b	ana-perf	pagePerf	Total Feedback Responses
b2b	ana-perf	pagePerf	Day-7 responses received on LINE
b2b	ana-perf	pagePerf	Total Purchase Intent Responses
b2b	ana-perf	pagePerf	Store clicks from the coupon message
b2b	ana-perf	pagePerf	Campaign Trend Over Time
b2b	ana-perf	pagePerf	Weekly trajectory — are we accelerating or decelerating?
b2b	ana-perf	pagePerf	Weekly Claimant Acquisition
b2b	ana-perf	pagePerf	Claimant volume trend over time
b2b	ana-perf	pagePerf	Weekly Feedback Rate
b2b	ana-perf	pagePerf	Feedback engagement trend over time
b2b	ana-perf	pagePerf	Weekly Purchase Intent Rate
b2b	ana-perf	pagePerf	Purchase intent trend over time
b2b	ana-perf	pagePerf	Weekly Positive Feedback Rate
b2b	ana-perf	pagePerf	Positive feedback trend over time
b2b	ana-perf	pagePerf	+ Add Section
b2b	ana-perf	pageLive/nums	Interactions
b2b	ana-perf	pageLive/nums	Qualified
b2b	ana-perf	pageLive/nums	Claimants
b2b	ana-perf	pageLive/nums	Purchase Intent
b2b	ana-perf	pageLive	Duplicate Orders
b2b	ana-perf	pageLive	1px solid #F1F3F6
b2b	ana-perf	pageLive	Claims
b2b	ana-perf	pageLive	Deliveries
b2b	ana-perf	pageLive	Feedbacks
b2b	ana-perf	pageLive	Day wise claims
b2b	ana-perf	pageLive	Cumulative claims
b2b	ana-perf	pageLive	Live feed — latest
b2b	ana-perf	pageLive	claims
b2b	ana-perf	pageLive	Every row carries the source, geo, answers and the SKU the rule picked
b2b	ana-perf	pageLive	Time
b2b	ana-perf	pageLive	Customer
b2b	ana-perf	pageLive	Source (UTM)
b2b	ana-perf	pageLive	Geo
b2b	ana-perf	pageLive	SKU allocated
consumer	ana-perf	pageLive	Status
b2b	ana-stats	stTab	Analysis
b2b	ana-stats	segView	Tree
b2b	ana-stats	pageStats/model	Odds Ratios
b2b	ana-stats	pageStats/model	predictors · all levels
b2b	ana-stats	pageStats/model	Model Diagnostics
b2b	ana-stats	pageStats/model	AUC, fit, calibration
b2b	ana-stats	pageStats/model	Modest
b2b	ana-stats	pageStats/model	Multicollinearity
b2b	ana-stats	pageStats/model	Clear
b2b	ana-stats	pageStats/model	Dropped Levels
b2b	ana-stats	pageStats/model	0 excluded
b2b	ana-stats	pageStats/model	Raw Export
b2b	ana-stats	pageStats/model	Full JSON download
b2b	ana-stats	pageStats	AI Summary
b2b	ana-stats	pageStats	Analyzed 2h ago
b2b	ana-stats	pageStats	Summary
b2b	ana-stats	pageStats	Best segment
b2b	ana-stats	pageStats	Watch-outs
b2b	ana-stats	pageStats	Recommendation
b2b	ana-stats	pageStats	PURCHASE INTENT
b2b	ana-stats	pageStats	delivered claimants
b2b	ana-stats	pageStats	TOP SEGMENT
b2b	ana-stats	pageStats	KEY DRIVER
b2b	ana-stats	pageStats	BELOW AVERAGE SEGMENTS
b2b	ana-stats	pageStats	PI Rate Index
b2b	ana-stats	pageStats	Purchase intent rate per answer — every option of every question the brand asked
b2b	ana-stats	pageStats	Answer
b2b	ana-stats	pageStats	PI Rate
b2b	ana-stats	pageStats	vs Average
b2b	ana-stats	pageStats	Audience Segments
b2b	ana-stats	pageStats	Table
b2b	ana-stats	pageStats	Who's most likely to buy? The tree splits the audience on the answers that matter most for each group.
b2b	ana-stats	pageStats	Segment
b2b	ana-stats	pageStats	PI rate
b2b	ana-stats	pageStats	vs avg
b2b	ana-stats	pageStats	Model Details
b2b	ana-stats	pageStats	Modest⟦0⟧⟦1⟧Fit ⟦2⟧Modest⟦3⟧ — typical for survey models⟦4⟧⟦5⟧Predictors
b2b	ana-stats	pageDataviz/charts/s	Every answer, stored as a tag on the customer
b2b	ana-stats	pageDataviz/charts/s	Which trial pack the rule picked
b2b	ana-stats	pageDataviz/charts/s	Day-7 rating on LINE
b2b	ana-stats	pageDataviz/charts/s	Store click from the coupon message
b2b	ana-stats	pageDataviz/charts/s	Where the click landed
b2b	ana-stats	pageDataviz/charts/s	Declared reason where feedback was negative
b2b	ana-stats	pageDataviz/charts/t	Geo · Prefecture
b2b	ana-stats	pageDataviz/charts/s	From the verified postal code
b2b	ana-stats	pageDataviz/charts/t	Geo · Top 10 claimant postal codes
b2b	ana-stats	pageDataviz/charts/s	Where claims concentrate
b2b	ana-stats	pageDataviz/charts/t	Geo · Top claimant cities
b2b	ana-stats	pageDataviz/charts/s	City-level claim volume
b2b	ana-stats	pageDataviz/wl	Waitlisted when the campaign ran out of stock
b2b	ana-stats	pageDataviz/wl	Stock-out branch
b2b	ana-stats	pageDataviz/wl	Waitlisted, not lost
b2b	ana-stats	pageDataviz/wl	people queued after stock-out
b2b	ana-stats	pageDataviz/wl	of post-stock-out visitors
b2b	ana-stats	pageDataviz/wl	bought with the coupon
b2b	ana-stats	pageDataviz/wl	stock-out → sale
b2b	ana-stats	pageDataviz	Sampled vs. waitlisted
b2b	ana-stats	pageDataviz	What the form did once stock hit zero
b2b	ana-stats	pageDataviz	Waitlist sign-ups per day
b2b	ana-stats	pageDataviz	Stock hit zero on day 41 · restock
b2b	ana-stats	pageDataviz	Waitlist by acquisition source
b2b	ana-stats	pageDataviz	Paid clicks that still became members
b2b	ana-stats	pageDataviz	What the waitlisted did next
b2b	ana-stats	pageDataviz	Coupon, card or waiting
b2b	ana-stats	pageDataviz/loy	Existing customers enrolled in the loyalty program
b2b	ana-stats	pageDataviz/loy	New in this campaign
b2b	ana-stats	pageDataviz/loy	Enrolled, not sampled
b2b	ana-stats	pageDataviz/loy	existing LACTOGROW buyers
b2b	ana-stats	pageDataviz/loy	of “already buy it” answers
b2b	ana-stats	pageDataviz/loy	of all form completions
b2b	ana-stats	pageDataviz/loy	sample cost avoided
b2b	ana-stats	pageDataviz/loy	Sample vs. membership
b2b	ana-stats	pageDataviz/loy	What the same form did with each visitor
b2b	ana-stats	pageDataviz/loy	Loyalty enrolments per week
b2b	ana-stats	pageDataviz/loy	loyalty_enrol event · fired from the form
b2b	ana-stats	pageDataviz/loy	Enrolments by acquisition source
b2b	ana-stats	pageDataviz/loy	Paid media that produced a member, not a sample
b2b	ana-stats	pageDataviz/loy	Tier at enrolment
b2b	ana-stats	pageDataviz/loy	Welcome points credited instantly
b2b	ana-stats	pageDataviz	UTM sources — full funnel per entry channel
b2b	ana-stats	pageDataviz	UTM mediums
b2b	ana-stats	pageOverview/TR	UTM source · medium · campaign
b2b	ana-stats	pageOverview/TR	Read from the entry link — never asked
b2b	ana-stats	pageOverview/TR	Postal code → ward → prefecture
b2b	ana-stats	pageOverview/TR	Every answer
b2b	ana-stats	pageOverview/TR	stored as profile tags
b2b	ana-stats	pageOverview/TR	Delivery
b2b	ana-stats	pageOverview/TR	Shipped · delivered · photo proof
b2b	ana-stats	pageOverview/TR	Day-7 rating & comment
b2b	ana-stats	pageOverview/TR	Store click · coupon · destination
b2b	ana-stats	pageOverview/tbl	Conversion
b2b	ana-stats	pageOverview/tbl	Total
b2b	ana-stats	pageOverview	Tracked on every claim — automatically, without extra questions
b2b	ana-stats	pageOverview	Purchase Intent Drivers
b2b	ana-stats	pageOverview	TOP VARIABLES
b2b	ana-stats	pageOverview	View full analysis
b2b	ana-stats	pageOverview	Target Audiences
b2b	ana-stats	pageOverview	overall PI
b2b	ana-stats	pageOverview	DEPRIORITISE
b2b	ana-stats	pageOverview	AI INSIGHT
b2b	ana-stats	pageOverview	Explore full segmentation
b2b	ana-stats	pageOverview	sources tracked — Meta, Google, Yahoo!, ChatGPT, newsletter, vending QR, website, LINE ads
b2b	ana-stats	pageOverview	Source
b2b	ana-stats	pageOverview	UTM Platform Breakdown
b2b	ana-stats	pageOverview	platforms tracked
b2b	ana-stats	pageOverview	Platform
b2b	ana-stats	pageOverview	UTM Medium Breakdown
b2b	ana-stats	pageOverview	mediums tracked
b2b	ana-stats	pageOverview	Medium
b2b	ana-icons	COMPANY	Brand Japan K.K.
b2b	ana-icons	CAMPAIGN	2026: Spring Sampling — Kanto
b2b	ana-icons	secTools	Date
b2b	ana-icons	secTools	Measure Event Date
b2b	ana-icons	TIMELINE	Last OTP Triggered
b2b	ana-icons	TIMELINE	3 hours ago
b2b	ana-icons	TIMELINE	Sep 11, 2026⟦0⟧09:18 AM
b2b	ana-icons	TIMELINE	Last OTP Verified
b2b	ana-icons	TIMELINE	Sep 11, 2026⟦0⟧09:19 AM
b2b	ana-icons	TIMELINE	Last Shipment Notification Sent
b2b	ana-icons	TIMELINE	10 hours ago
b2b	ana-icons	TIMELINE	Sep 11, 2026⟦0⟧02:21 AM
b2b	ana-icons	TIMELINE	Last Feedback Message Sent
b2b	ana-icons	TIMELINE	1 hour ago
b2b	ana-icons	TIMELINE	Sep 11, 2026⟦0⟧11:12 AM
b2b	ana-icons	TIMELINE	Last Feedback Received
b2b	ana-icons	TIMELINE	18 hours ago
b2b	ana-icons	TIMELINE	Sep 10, 2026⟦0⟧06:31 PM
b2b	ana-icons	TIMELINE	Last Delivered
b2b	ana-icons	TIMELINE	Just now
b2b	ana-icons	TIMELINE	Sep 11, 2026⟦0⟧04:41 PM
b2b	ana-icons	TIMELINE	Last Sample Claimed
b2b	ana-icons	TIMELINE	Feedback Flow Triggered
b2b	ana-icons	TIMELINE	Total count
b2b	ana-icons	TIMELINE	Feedback No Response
b2b	ana-icons	TIMELINE	Initial Flow Errors
b2b	ana-icons	TIMELINE	In Transit Flow Errors
b2b	ana-icons	TIMELINE	Feedback Flow Errors
b2b	ana-icons	TIMELINE	Re-engagement Flow Errors
b2b	ana-icons	timeline/tiles	Re-engagement Flows
b2b	ana-icons	timeline/tiles	9495ef43-4…⟦0⟧1⟦1⟧⟦2⟧09:26 PM
b2b	ana-icons	timeline/tiles	Integration t…⟦0⟧1⟦1⟧⟦2⟧07:36 PM
b2b	ana-icons	timeline/tiles	114 days ago
b2b	ana-icons	timeline	Campaign Activity Timeline
b2b	ana-icons	lineChart	Rate
b2b	tpl:Thank you — FreeStand		Thank you — FreeStand
b2b	tpl:Thank you — FreeStand		Thank you
b2b	tpl:Thank you — FreeStand		Sampling that converts, verified deliveries, first-party data on every consumer — and a loyalty base that keeps talking to you on LINE.
b2b	tpl:Thank you — FreeStand		Sampling Interaction⟦0⟧⟦1⟧Re-engagement⟦2⟧⟦3⟧Analytics &amp; Data Storage⟦4⟧⟦5⟧Case Studies
b2b	tpl:Thank you — FreeStand		Restart demo
b2b	tpl:Thank you — FreeStand		or press → to start over from the first demo
b2b	tpl:Thank you — FreeStand		Enter
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		Trial → loyal customer — Nestlé LACTOGROW
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		THE POINT OF THE WHOLE JOURNEY
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		One free sample.⟦0⟧Six weeks later — a paying, posting customer.
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		12 SEP⟦0⟧⟦1⟧¥0⟦2⟧⟦3⟧anonymous click
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		9 NOV⟦0⟧⟦1⟧¥11,240⟦2⟧⟦3⟧named member
consumer	tpl:Trial → loyal customer — Nestlé LACTOGROW		Mayumi Satō
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		Meguro-ku, Tokyo · daughter 2 y 10 m
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		FAMILYNESS⟦0⟧NF-2026-204118⟦1⟧⟦2⟧1,180
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		3⟦0⟧⟦1⟧purchases
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		4.5×⟦0⟧⟦1⟧return on sampling her
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		18,400⟦0⟧⟦1⟧organic impressions
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		¥0⟦0⟧⟦1⟧second acquisition spend
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		SHE BOUGHT
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		¥11,240⟦0⟧400 g with the coupon · then 850 g twice, no coupon
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		SWITCHED
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		SHE REVIEWED
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		She finished the cup for the first time in weeks.
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		SHE MADE THE CONTENT
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		40s⟦0⟧her story → a manga she shared herself
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		Every delivered sample runs the same loop. The profile is the asset.
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		50,001⟦0⟧⟦1⟧claimed of 100,000
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		92%⟦0⟧⟦1⟧auto-enrolled
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		15.5%⟦0⟧⟦1⟧tapped through to buy
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW		Manga from Mayumi’s story
consumer	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	12 SEP
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Tapped the ad
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Claimed in 6 answers
consumer	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	14 SEP
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Delivered · 2 days
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	21 SEP
consumer	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	😍 Loved it
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Bought on Distacart
consumer	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	5 OCT
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Shared her manga
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	15 NOV
b2b	tpl:Trial → loyal customer — Nestlé LACTOGROW	T	Shichi-Go-San scheduled
b2b	tpl:Loyalty &amp; re-engagement — FreeStand		Loyalty &amp; re-engagement — FreeStand
b2b	reengage	title	Loyalty & re-engagement
consumer	reengage	MTABS	Home
consumer	reengage	MTABS	Card, points, tier, sample history
consumer	reengage	MTABS	Shop
consumer	reengage	MTABS	Re-buy the pack she sampled
consumer	reengage	MTABS	Rewards
consumer	reengage	MTABS	Points → coupons &amp; gifts
consumer	reengage	MTABS	Guides
consumer	reengage	MTABS	Growing-up content she wants
consumer	reengage	MTABS	Profile
consumer	reengage	MTABS	Consent, export, deletion
b2b	reengage	profileBody	Personal details
b2b	reengage	profileBody	Relevant cohorts
b2b	reengage	profileBody	Captured during the sampling journey
consumer	reengage	profileBody	points
consumer	reengage	phone/h/date	Sep 21 (Mon)
consumer	reengage	FIRST	Sakura
consumer	reengage	WHEEL	SPIN &amp; WIN
consumer	reengage	WHEEL	Photo frame
consumer	reengage	WHEEL	2× points
consumer	reengage	WHEEL	850 g pack
consumer	reengage	WHEEL	Sticker set
consumer	reengage	WHEEL	👆 tap to spin
consumer	reengage	STK	sticker set · free
consumer	reengage	TANZ	Write a wish⟦0⟧⟦1⟧for your child
consumer	reengage	TANZ	👆 tap to write
consumer	reengage	tier	Platinum
consumer	reengage	tier	Gold
consumer	reengage	tier	Silver
consumer	reengage	tier	Bronze
consumer	reengage	MA_TITLE/home	Member card
consumer	reengage	MA_MENU	All tabs
consumer	reengage	MA_MENU	Refresh
consumer	reengage	MA_MENU	Minimize browser
consumer	reengage	MA_MENU	Share
consumer	reengage	MA_MENU	Add to Home
consumer	reengage	MA_MENU	Favorites
consumer	reengage	MA_MENU	Permission settings
consumer	reengage	MA_MENU	About the service
consumer	reengage	MA_MENU	Report
